Unnamed: 0,Product,Type,Release Date,Process Size,TDP,Die Size,Transistors,Freq,Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
687,AMD Phenom X4 9550,CPU,2008-03-27,65.0,95.0,285.0,450.0,2200.0,Unknown,AMD,,,
3541,NVIDIA GeForce GTX 850M,GPU,2014-03-12,28.0,45.0,148.0,1870.0,902.0,TSMC,NVIDIA,,1155.0,36.08
1608,Intel Celeron D 330,CPU,2004-06-24,90.0,84.0,109.0,125.0,2667.0,Intel,Intel,,,
3879,NVIDIA GeForce GTX 1050,GPU,2016-10-25,14.0,75.0,132.0,3300.0,1354.0,Samsung,NVIDIA,29.1,1862.0,58.2
4320,NVIDIA GeForce Go 6600,GPU,2005-09-29,110.0,,154.0,146.0,300.0,TSMC,NVIDIA,,,
1009,AMD Sempron 2800+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD,,,
2408,ATI Radeon HD 5450 PCIe x1,GPU,2010-02-04,40.0,19.0,59.0,292.0,650.0,TSMC,ATI,,104.0,
1092,Intel Pentium 4 HT 517,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,,,
1327,AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD,,,
1677,Intel Core i9-11900T,CPU,2021-03-16,14.0,35.0,,,1500.0,Intel,Intel,,,
1999,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,,,3333.0,Intel,Intel,,,
1310,AMD Sempron 2600+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1833.0,Unknown,AMD,,,
1987,Intel Xeon X5550,CPU,2009-03-30,45.0,95.0,263.0,731.0,2666.0,Intel,Intel,,,
3467,NVIDIA Tesla P10,GPU,2016-09-13,16.0,250.0,471.0,11800.0,1025.0,TSMC,NVIDIA,179.2,11470.0,358.3
344,AMD Turion 64 MT-37,CPU,2005-08-08,90.0,25.0,125.0,114.0,2000.0,Unknown,AMD,,,
3924,ATI Radeon X800 GTO2,GPU,2005-09-15,130.0,,297.0,160.0,400.0,TSMC,ATI,,,
986,AMD Athlon II X4 600e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2200.0,Unknown,AMD,,,
3655,NVIDIA Quadro FX 2500M,GPU,2005-09-29,90.0,45.0,196.0,278.0,500.0,TSMC,NVIDIA,,,
3613,NVIDIA GeForce GT 220,GPU,2009-10-12,,58.0,100.0,486.0,615.0,TSMC,NVIDIA,,127.7,
4190,ATI Radeon 9800 SE,GPU,2003-03-01,150.0,,215.0,117.0,331.0,TSMC,ATI,,,
3801,AMD Radeon Instinct MI100,GPU,2020-11-16,7.0,300.0,750.0,50000.0,1000.0,TSMC,AMD,184600.0,23070.0,11540.0
3641,ATI FirePro V3750,GPU,2008-09-11,55.0,48.0,146.0,514.0,550.0,TSMC,ATI,,352.0,
2879,AMD Radeon R5 430 OEM,GPU,2016-06-30,28.0,50.0,77.0,950.0,730.0,TSMC,AMD,,599.0,37.44
1142,Intel Pentium G640T,CPU,2012-06-03,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,,,
2358,ATI Radeon X740 XL,GPU,2005-03-07,110.0,,156.0,120.0,425.0,TSMC,ATI,,,
1198,AMD A10-6800K,CPU,2013-06-01,32.0,100.0,246.0,1178.0,4100.0,Unknown,AMD,,,
85,AMD Athlon 64 X2 4000+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2000.0,Unknown,AMD,,,
1518,Intel Pentium 4 HT 3.00,CPU,2003-04-14,130.0,82.0,131.0,55.0,3000.0,Intel,Intel,,,
4637,AMD Radeon 610 Mobile,GPU,2019-05-23,28.0,50.0,56.0,690.0,1030.0,TSMC,AMD,,659.2,41.2
1381,AMD FX-8370,CPU,2014-09-02,32.0,125.0,315.0,1200.0,4000.0,Unknown,AMD,,,
2716,AMD Radeon HD 6610M,GPU,2011-01-04,40.0,26.0,104.0,716.0,450.0,TSMC,AMD,,432.0,
4821,NVIDIA Tesla S2050,GPU,2011-07-25,40.0,900.0,529.0,3100.0,574.0,TSMC,NVIDIA,,1028.0,513.9
1014,AMD Athlon XP-M 2600+,CPU,2001-01-01,130.0,45.0,101.0,63.0,2000.0,Unknown,AMD,,,
128,AMD Athlon Silver PRO 3125GE,CPU,2020-07-21,12.0,35.0,,,3400.0,GF,AMD,,,
1364,AMD Ryzen 7 5700G,CPU,2021-04-13,7.0,65.0,,,3800.0,TSMC,AMD,,,
4589,NVIDIA GeForce GTS 250M,GPU,2009-06-15,40.0,28.0,144.0,727.0,500.0,TSMC,NVIDIA,,240.0,
2968,Intel UHD Graphics G7,GPU,2020-05-28,10.0,15.0,,,200.0,Intel,Intel,1024.0,512.0,128.0
891,AMD Athlon X4 950,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,
2793,AMD Radeon HD 7670 OEM,GPU,2012-01-05,40.0,66.0,118.0,716.0,800.0,TSMC,AMD,,768.0,
4087,AMD Radeon Graphics 448SP,GPU,2021-01-12,7.0,25.0,156.0,9800.0,300.0,TSMC,AMD,3226.0,1613.0,100.8
1359,Intel Xeon Silver 4116,CPU,2017-07-11,14.0,85.0,,8000.0,2100.0,Intel,Intel,,,
307,AMD Athlon 64 X2 4400+ EE,CPU,2006-05-23,90.0,65.0,220.0,154.0,2200.0,Unknown,AMD,,,
1661,AMD Phenom II X4 970 BE,CPU,2010-10-01,45.0,125.0,346.0,904.0,3500.0,Unknown,AMD,,,
2431,AMD Radeon Pro 5500M,GPU,2019-11-13,7.0,85.0,158.0,6400.0,1000.0,TSMC,AMD,8909.0,4454.0,278.4
4535,AMD Radeon RX 560DX,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1090.0,GF,AMD,2106.0,2106.0,131.6
1317,Intel Core i7-4710HQ,CPU,2014-04-01,22.0,47.0,264.0,1400.0,2500.0,Intel,Intel,,,
4181,AMD Radeon HD 7850,GPU,2012-03-05,28.0,130.0,212.0,2800.0,860.0,TSMC,AMD,,1761.0,110.1
2474,NVIDIA GRID K260Q,GPU,2013-06-28,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA,,2289.0,95.36
2542,NVIDIA Quadro P3000 Mobile,GPU,2017-01-11,16.0,75.0,314.0,7200.0,1088.0,TSMC,NVIDIA,48.6,3110.0,97.2
1246,AMD Athlon II X2 270u,CPU,2010-09-21,45.0,25.0,117.0,410.0,2000.0,Unknown,AMD,,,
1208,Intel Core i3-4100E,CPU,2013-09-04,22.0,37.0,118.0,1400.0,2400.0,Intel,Intel,,,
216,Intel Pentium G632,CPU,2011-09-04,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,
4170,NVIDIA GeForce 930A,GPU,2015-03-13,28.0,33.0,,,928.0,TSMC,NVIDIA,,722.7,22.58
4665,NVIDIA GeForce GT 610 OEM,GPU,2012-09-09,40.0,29.0,79.0,292.0,550.0,TSMC,NVIDIA,,115.2,9.6
1239,AMD Opteron 156,CPU,2005-05-01,90.0,104.0,,106.0,3000.0,Unknown,AMD,,,
2289,AMD Radeon RX 580 OEM,GPU,2016-06-29,14.0,150.0,232.0,5700.0,1120.0,GF,AMD,5834.0,5834.0,364.6
2740,AMD Radeon R7 M465,GPU,2016-05-15,28.0,,125.0,1550.0,1100.0,TSMC,AMD,864.0,864.0,54.0
275,AMD Ryzen 7 1700X,CPU,2017-03-02,14.0,95.0,192.0,4800.0,3400.0,GF,AMD,,,
489,AMD EPYC 7272,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2600.0,TSMC,AMD,,,
1035,Intel Core M-5Y31,CPU,2014-10-27,14.0,5.0,50.0,,900.0,Intel,Intel,,,
1229,Intel Xeon Gold 5320T,CPU,2021-04-06,10.0,150.0,,,2300.0,Intel,Intel,,,
4456,NVIDIA GRID K180Q,GPU,2013-06-28,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
1008,Intel Xeon Phi 7120P,CPU,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,Intel,Intel,,,
4529,NVIDIA GeForce 9400 GT Rev. 2,GPU,2008-08-27,55.0,50.0,121.0,314.0,550.0,TSMC,NVIDIA,,44.8,
2966,ATI Mobility Radeon 9600,GPU,2004-06-01,130.0,,92.0,76.0,300.0,TSMC,ATI,,,
3026,NVIDIA Quadro FX 380 LP,GPU,2009-12-01,40.0,28.0,57.0,260.0,550.0,TSMC,NVIDIA,,44.0,
2532,NVIDIA GeForce RTX 2060 Max-Q Refresh,GPU,2019-01-29,12.0,115.0,445.0,10800.0,960.0,TSMC,NVIDIA,9216.0,4608.0,144.0
4022,ATI Radeon X800 CrossFire Edition,GPU,2005-10-28,130.0,,289.0,160.0,500.0,TSMC,ATI,,,
1058,Intel Xeon Gold 5320,CPU,2021-04-06,10.0,185.0,,,2200.0,Intel,Intel,,,
2166,AMD EPYC 7643,CPU,2021-03-15,7.0,225.0,,,2300.0,TSMC,AMD,,,
3951,AMD Radeon Pro 570X,GPU,2019-03-18,14.0,150.0,232.0,5700.0,1000.0,GF,AMD,3960.0,3960.0,247.5
281,AMD Sempron 2800+,CPU,2004-07-28,90.0,25.0,,63.0,1600.0,Unknown,AMD,,,
3388,NVIDIA GeForce FX 5800,GPU,2003-03-06,130.0,44.0,199.0,125.0,400.0,TSMC,NVIDIA,,,
1316,Intel Xeon E7-4820 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,1900.0,Intel,Intel,,,
4833,AMD Radeon R9 280X2,GPU,NaT,28.0,375.0,352.0,4313.0,950.0,TSMC,AMD,,4096.0,1024.0
968,AMD Phenom X3 8750 BE,CPU,2008-09-08,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD,,,
2970,ATI Radeon X850 XT Platinum,GPU,2004-12-21,130.0,67.0,297.0,160.0,540.0,TSMC,ATI,,,
3722,NVIDIA Tesla K40m,GPU,2013-11-22,28.0,245.0,561.0,7080.0,745.0,TSMC,NVIDIA,,5046.0,1682.0
3010,AMD FirePro W2100,GPU,2014-08-12,28.0,26.0,77.0,950.0,630.0,TSMC,AMD,,435.2,27.2
4640,3dfx Voodoo5 6000,GPU,NaT,250.0,60.0,112.0,14.0,166.0,TSMC,Other,,,
619,Intel Xeon E5-2670 v2,CPU,2013-09-01,22.0,115.0,160.0,1400.0,2500.0,Intel,Intel,,,
3074,Sony Playstation 2 GPU 250nm,GPU,2000-03-04,250.0,79.0,279.0,54.0,147.0,Sony,Other,,,
1742,Intel Xeon MP 7041 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,3000.0,Intel,Intel,,,
1390,Intel Pentium M 735,CPU,2004-05-10,90.0,21.0,84.0,140.0,1700.0,Intel,Intel,,,
4544,ATI Mobility Radeon HD 3650,GPU,2008-01-07,55.0,,135.0,378.0,500.0,TSMC,ATI,,120.0,
1847,Intel Aubrey Isle,CPU,2010-05-31,45.0,300.0,684.0,2300.0,1200.0,Intel,Intel,,,
1579,Intel Xeon 2.8,CPU,2002-09-11,130.0,89.0,217.0,55.0,2790.0,Intel,Intel,,,
1655,AMD A8-6500,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,
2352,AMD FirePro S9100,GPU,2014-10-02,28.0,225.0,438.0,6200.0,824.0,TSMC,AMD,,4219.0,2109.0
2212,NVIDIA Tesla C870,GPU,2007-05-02,90.0,171.0,484.0,681.0,600.0,TSMC,NVIDIA,,345.6,
2020,AMD Athlon X4 940,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3200.0,Unknown,AMD,,,
4827,AMD Radeon HD 8570A,GPU,2013-03-01,28.0,,56.0,690.0,750.0,TSMC,AMD,,528.0,33.0
1956,Intel Core i3-2350M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2300.0,Intel,Intel,,,
1307,AMD Phenom II X4 905e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2500.0,Unknown,AMD,,,
2003,Intel Core i9-10900KF,CPU,2020-04-30,14.0,125.0,,,3700.0,Intel,Intel,,,
575,Intel Xeon Platinum 8180M,CPU,2017-07-11,14.0,205.0,,8000.0,2500.0,Intel,Intel,,,
4776,NVIDIA GRID K520,GPU,2013-07-23,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA,,2289.0,95.36
4077,ATI FireMV 2260 PCIe x1,GPU,2008-01-01,55.0,15.0,67.0,181.0,500.0,TSMC,ATI,,40.0,
1706,Intel Atom D2700,CPU,2011-11-01,32.0,10.0,66.0,176.0,2133.0,Intel,Intel,,,
3551,AMD Radeon Pro V5300X,GPU,NaT,14.0,50.0,123.0,3000.0,1125.0,GF,AMD,,2460.0,153.7
3296,ATI All-In-Wonder X800 GT,GPU,2004-09-21,110.0,,240.0,160.0,398.0,TSMC,ATI,,,
1280,Intel Core 2 Quad Q8400,CPU,2009-04-19,45.0,95.0,82.0,456.0,2666.0,Intel,Intel,,,
861,Intel Xeon E5520,CPU,2009-03-30,45.0,80.0,263.0,731.0,2266.0,Intel,Intel,,,
3970,NVIDIA GRID K120Q,GPU,2014-07-02,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
1801,Intel Pentium 4 HT EE 3.73,CPU,2005-02-21,90.0,115.0,109.0,169.0,3733.0,Intel,Intel,,,
1628,Intel Celeron G465,CPU,2012-09-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,,,
1993,AMD Opteron X2 265 HE,CPU,2005-08-01,90.0,55.0,,233.0,1800.0,Unknown,AMD,,,
2639,AMD Radeon E9172 MXM,GPU,2017-10-03,14.0,35.0,103.0,2200.0,1124.0,GF,AMD,1248.0,1248.0,78.02
269,Intel Core 2 Duo E6750,CPU,2007-07-01,65.0,65.0,143.0,291.0,2667.0,Intel,Intel,,,
629,Intel Xeon L5506,CPU,2009-03-30,45.0,60.0,263.0,731.0,2133.0,Intel,Intel,,,
2334,NVIDIA GeForce 310M,GPU,2010-01-10,40.0,14.0,57.0,260.0,606.0,TSMC,NVIDIA,,48.96,
300,AMD Athlon II X4 638,CPU,2012-02-06,32.0,65.0,228.0,1178.0,2700.0,Unknown,AMD,,,
459,AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,
1447,AMD Ryzen 7 3800XT,CPU,2020-07-07,7.0,105.0,74.0,3800.0,3800.0,TSMC,AMD,,,
1472,Intel Core i3-7360X,CPU,2017-10-03,14.0,112.0,,,4300.0,Intel,Intel,,,
2046,AMD Opteron 240,CPU,2003-04-22,130.0,85.0,193.0,106.0,1400.0,Unknown,AMD,,,
4109,ATI Radeon HD 4520,GPU,2009-12-02,55.0,25.0,73.0,242.0,600.0,TSMC,ATI,,96.0,
4015,AMD Radeon RX 6800M,GPU,2021-01-01,7.0,230.0,335.0,17200.0,2321.0,TSMC,AMD,26430.0,13210.0,825.9
2113,Intel Xeon L5638,CPU,2010-03-16,32.0,60.0,239.0,1170.0,2000.0,Intel,Intel,,,
27,AMD EPYC 7371,CPU,2018-11-16,14.0,170.0,213.0,4800.0,3100.0,GF,AMD,,,
4194,NVIDIA ION 2,GPU,2008-06-03,40.0,20.0,57.0,260.0,500.0,TSMC,NVIDIA,,34.24,
4395,AMD Radeon HD 8590M,GPU,2013-03-01,28.0,,56.0,690.0,750.0,TSMC,AMD,,528.0,33.0
837,AMD Opteron 842,CPU,2004-05-18,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
3631,AMD Radeon R9 255 OEM,GPU,2013-12-21,28.0,65.0,123.0,1500.0,900.0,TSMC,AMD,,952.3,59.52
2008,AMD Athlon 650,CPU,2000-06-05,180.0,38.0,120.0,37.0,650.0,Unknown,AMD,,,
4766,ATI Radeon HD 2600 XT AGP,GPU,2007-06-28,65.0,45.0,153.0,390.0,800.0,TSMC,ATI,,192.0,
503,Intel Core i5-1035G1,CPU,2019-08-01,10.0,25.0,,,1000.0,Intel,Intel,,,
3048,Intel GMA 3000,GPU,2006-06-01,90.0,13.0,,,667.0,Intel,Intel,,,
4013,NVIDIA GeForce GT 755M,GPU,2013-06-25,28.0,50.0,118.0,1270.0,980.0,TSMC,NVIDIA,,752.6,31.36
380,Intel Celeron G3900,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2800.0,Intel,Intel,,,
4065,NVIDIA GeForce G103M,GPU,2009-09-01,65.0,14.0,86.0,210.0,640.0,TSMC,NVIDIA,,25.6,
1525,Intel Xeon Gold 6326,CPU,2021-04-06,10.0,185.0,,,2900.0,Intel,Intel,,,
4646,ATI FireGL V7700,GPU,2007-11-19,55.0,,192.0,666.0,777.0,TSMC,ATI,,497.3,99.46
4439,ATI Radeon X1050 AGP,GPU,2006-12-07,130.0,24.0,76.0,60.0,250.0,TSMC,ATI,,,
2884,NVIDIA Quadro K5100M,GPU,2013-07-23,28.0,100.0,294.0,3540.0,771.0,TSMC,NVIDIA,,2369.0,98.69
2340,NVIDIA GeForce 810M,GPU,2014-03-24,28.0,15.0,116.0,585.0,738.0,TSMC,NVIDIA,,141.7,11.81
374,Intel Core i9-9990XE,CPU,2018-10-19,14.0,255.0,,,4000.0,Intel,Intel,,,
3098,NVIDIA GeForce GTX 560 Ti,GPU,2011-01-25,40.0,170.0,332.0,1950.0,823.0,TSMC,NVIDIA,,1263.0,105.3
2381,Sony Playstation Portable GPU 90nm,GPU,2004-12-12,90.0,4.0,,,133.0,Sony,Other,,,
4187,3dfx Voodoo4 4500 AGP,GPU,2000-10-13,250.0,15.0,112.0,14.0,166.0,TSMC,Other,,,
939,Intel Xeon E5-2692 v2,CPU,2013-09-01,22.0,100.0,160.0,1400.0,2200.0,Intel,Intel,,,
3654,NVIDIA GeForce 8600M GT,GPU,2007-05-01,80.0,20.0,169.0,289.0,475.0,TSMC,NVIDIA,,60.8,
4009,AMD Radeon HD 7420G IGP,GPU,2012-06-06,32.0,35.0,246.0,1303.0,480.0,TSMC,AMD,,167.7,
2799,NVIDIA Quadro RTX 4000,GPU,2018-11-13,12.0,160.0,545.0,13600.0,1005.0,TSMC,NVIDIA,14240.0,7119.0,222.5
2147,AMD Opteron 140,CPU,2003-06-30,130.0,85.0,193.0,106.0,1400.0,Unknown,AMD,,,
3623,AMD FirePro S9050,GPU,2014-08-07,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,,3226.0,806.4
4411,NVIDIA Quadro FX 360M,GPU,2007-05-09,80.0,17.0,127.0,210.0,400.0,TSMC,NVIDIA,,25.6,
4696,AMD FirePro V7900,GPU,2011-05-24,40.0,150.0,389.0,2640.0,725.0,TSMC,AMD,,1856.0,464.0
2068,Intel Xeon E3-1240 v2,CPU,2012-05-14,22.0,69.0,160.0,1400.0,3400.0,Intel,Intel,,,
529,Intel Xeon E5-2403 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,1800.0,Intel,Intel,,,
3540,NVIDIA NVS 5200M,GPU,2012-09-17,40.0,25.0,116.0,585.0,672.0,TSMC,NVIDIA,,258.0,21.5
636,AMD Ryzen Threadripper 1940,CPU,2017-07-29,14.0,180.0,213.0,9600.0,3200.0,GF,AMD,,,
1269,Intel Pentium Silver J5005,CPU,2017-12-01,14.0,10.0,,,1500.0,Intel,Intel,,,
185,Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,,,
3624,NVIDIA GeForce RTX 2080 Mobile,GPU,2019-01-29,12.0,150.0,545.0,13600.0,1380.0,TSMC,NVIDIA,18720.0,9362.0,292.6
3545,AMD Radeon Pro WX 7130 Mobile,GPU,2017-03-01,14.0,130.0,232.0,5700.0,1188.0,GF,AMD,,5728.0,358.0
3873,AMD Radeon HD 7650M,GPU,2012-01-07,40.0,20.0,104.0,716.0,450.0,TSMC,AMD,,432.0,
1797,AMD Athlon II X2 280,CPU,2013-02-06,45.0,65.0,117.0,410.0,3600.0,Unknown,AMD,,,
2979,NVIDIA GeForce GTX 780 Rev. 2,GPU,2013-09-10,28.0,250.0,561.0,7080.0,863.0,TSMC,NVIDIA,,4156.0,173.2
1441,AMD Ryzen 5 PRO 1600,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
4688,AMD Radeon R9 285,GPU,2014-09-02,28.0,190.0,366.0,5000.0,918.0,TSMC,AMD,3290.0,3290.0,205.6
4734,Intel UHD Graphics 750,GPU,2021-01-01,14.0,15.0,,,300.0,Intel,Intel,1331.0,665.6,166.4
1535,Intel Core i5-430M,CPU,2010-01-07,32.0,35.0,81.0,382.0,2267.0,Intel,Intel,,,
3271,ATI Mobility Radeon HD 565v,GPU,2010-05-05,55.0,20.0,146.0,514.0,675.0,TSMC,ATI,,432.0,
1273,Intel Pentium 4 HT 520,CPU,2004-06-21,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,,,
3901,NVIDIA GeForce 8200M G mGPU Intel,GPU,2008-06-03,65.0,12.0,144.0,314.0,400.0,Unknown,Intel,,25.6,
607,AMD EPYC 7H12,CPU,2019-09-18,7.0,280.0,74.0,3800.0,2600.0,TSMC,AMD,,,
3667,NVIDIA Quadro K420,GPU,2014-07-22,28.0,41.0,118.0,1270.0,876.0,TSMC,NVIDIA,,336.4,14.02
1712,Intel Atom S1240,CPU,2012-12-11,32.0,6.0,,,1600.0,Intel,Intel,,,
2199,NVIDIA GeForce 6800 XT,GPU,2005-09-30,130.0,,225.0,222.0,425.0,TSMC,NVIDIA,,,
955,AMD Opteron 246 HE,CPU,2005-03-01,90.0,55.0,,106.0,2000.0,Unknown,AMD,,,
2579,NVIDIA Jetson TX1 GPU,GPU,2015-01-04,20.0,15.0,118.0,2000.0,1000.0,TSMC,NVIDIA,1024.0,512.0,16.0
3699,NVIDIA GeForce 840A,GPU,2014-03-17,28.0,33.0,,,1029.0,TSMC,NVIDIA,,863.2,26.98
4326,NVIDIA Playstation 3 GPU 65nm,GPU,NaT,65.0,58.0,186.0,300.0,550.0,Sony,NVIDIA,,,
3785,AMD Radeon Vega 10 Mobile,GPU,2019-04-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD,3584.0,1792.0,112.0
3500,ATI Radeon 7200 64 MB,GPU,2000-04-01,180.0,23.0,111.0,30.0,166.0,TSMC,ATI,,,
403,AMD Opteron 250,CPU,2004-12-01,90.0,85.0,,106.0,2400.0,Unknown,AMD,,,
2071,AMD Athlon 64 3700+,CPU,2004-05-04,90.0,89.0,115.0,105.0,2200.0,Unknown,AMD,,,
4621,NVIDIA GeForce 940MX,GPU,2016-01-01,28.0,23.0,,,1004.0,TSMC,NVIDIA,,953.9,29.81
1977,Intel Atom Z520PT,CPU,2009-03-02,45.0,2.0,26.0,47.0,1334.0,Intel,Intel,,,
158,Intel Core i3-3110M,CPU,2012-06-01,22.0,35.0,118.0,,2400.0,Intel,Intel,,,
1748,Intel Xeon W3565,CPU,2009-11-01,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,
2909,NVIDIA GeForce FX Go5200 NPB 32M,GPU,2003-03-01,150.0,,91.0,45.0,200.0,TSMC,NVIDIA,,,
3651,AMD Radeon R9 380X,GPU,2015-11-19,28.0,190.0,366.0,5000.0,970.0,TSMC,AMD,3973.0,3973.0,248.3
902,Intel Pentium E6500K,CPU,2009-08-09,45.0,65.0,82.0,228.0,2933.0,Intel,Intel,,,
352,Intel Pentium 4 2.40,CPU,2004-03-01,90.0,110.0,109.0,125.0,2400.0,Intel,Intel,,,
1230,AMD Ryzen 5 2600H,CPU,2018-05-30,14.0,15.0,246.0,,3300.0,GF,AMD,,,
4538,AMD Radeon HD 6370M,GPU,2010-11-26,40.0,11.0,59.0,292.0,750.0,TSMC,AMD,,120.0,
2140,AMD Sempron 3500+,CPU,2006-05-23,90.0,62.0,103.0,81.0,2000.0,Unknown,AMD,,,
444,Intel Atom E660,CPU,2010-09-14,45.0,3.0,26.0,47.0,1300.0,Intel,Intel,,,
4803,NVIDIA Quadro P1000,GPU,2017-02-07,14.0,47.0,132.0,3300.0,1354.0,Samsung,NVIDIA,22.27,1425.0,44.54
754,Intel Core i3-8300T,CPU,2018-04-02,14.0,35.0,,,3200.0,Intel,Intel,,,
1737,AMD Ryzen Threadripper 1920,CPU,2017-07-29,14.0,140.0,213.0,9600.0,3200.0,GF,AMD,,,
2971,NVIDIA GeForce GT 330M Mac Edition,GPU,2010-04-26,40.0,23.0,100.0,486.0,500.0,TSMC,NVIDIA,,105.6,
4834,ATI Mobility Radeon 9200,GPU,2003-03-01,150.0,,81.0,36.0,200.0,UMC,ATI,,,
2920,ATI Radeon X1050 AGP,GPU,2007-11-25,130.0,24.0,76.0,60.0,250.0,TSMC,ATI,,,
311,AMD Athlon X2 BE-2400,CPU,2007-10-08,65.0,45.0,126.0,154.0,2300.0,Unknown,AMD,,,
548,AMD Ryzen 5 PRO 2500U,CPU,2019-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,,
3849,NVIDIA GeForce 6150,GPU,2004-10-11,90.0,,,,475.0,Unknown,NVIDIA,,,
4627,ATI Mobility Radeon,GPU,2001-12-01,180.0,,115.0,30.0,144.0,TSMC,ATI,,,
1989,Intel Pentium G870,CPU,2012-06-03,32.0,65.0,131.0,504.0,3100.0,Intel,Intel,,,
306,AMD FX-8350,CPU,2012-10-23,32.0,125.0,315.0,1200.0,4000.0,Unknown,AMD,,,
2335,NVIDIA Tesla T10 Processor,GPU,2009-04-09,55.0,188.0,470.0,1400.0,610.0,TSMC,NVIDIA,,622.1,77.76
694,Intel Celeron E3500,CPU,2010-08-29,45.0,65.0,82.0,228.0,2700.0,Intel,Intel,,,
2356,AMD Radeon Vega 10 Mobile,GPU,2019-01-08,14.0,10.0,210.0,4940.0,300.0,GF,AMD,3331.0,1665.0,104.1
1927,AMD Athlon XP 2200+,CPU,2003-09-01,130.0,63.0,,63.0,1800.0,Unknown,AMD,,,
684,AMD Ryzen Threadripper 1950X,CPU,2017-08-10,14.0,180.0,213.0,9600.0,3400.0,GF,AMD,,,
749,Intel Core i5-4200Y,CPU,2013-06-04,22.0,12.0,118.0,1400.0,1400.0,Intel,Intel,,,
4564,AMD FirePro S7150,GPU,2016-02-01,28.0,150.0,366.0,5000.0,920.0,TSMC,AMD,7537.0,3768.0,235.5
1266,Intel Core i5-1130G7,CPU,2020-09-02,10.0,15.0,,,1100.0,Intel,Intel,,,
4223,AMD Radeon HD 6670,GPU,2011-04-19,40.0,66.0,118.0,716.0,800.0,TSMC,AMD,,768.0,
3353,NVIDIA GeForce RTX 3060 Max-Q,GPU,2021-01-12,8.0,60.0,276.0,13250.0,817.0,Samsung,NVIDIA,9846.0,9846.0,153.8
4296,AMD Radeon R7 350X OEM,GPU,2015-05-05,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD,,806.4,50.4
3784,NVIDIA GeForce4 Go 4200,GPU,2002-11-14,150.0,,101.0,36.0,200.0,TSMC,NVIDIA,,,
3025,XGI Volari Duo V8 Ultra,GPU,2003-09-15,130.0,,,110.0,350.0,UMC,Other,,,
970,AMD A6-5345M,CPU,2013-06-01,32.0,17.0,246.0,1178.0,2200.0,Unknown,AMD,,,
13,Intel Core i5-8269U,CPU,2018-04-05,14.0,28.0,123.0,,2600.0,Intel,Intel,,,
873,AMD Opteron 6262 HE,CPU,2011-11-14,32.0,85.0,316.0,2400.0,1600.0,Unknown,AMD,,,
808,AMD Ryzen Threadripper 2990WX,CPU,2018-08-13,12.0,250.0,213.0,19200.0,3000.0,GF,AMD,,,
514,AMD Athlon 64 X2 5200+,CPU,2006-09-06,90.0,89.0,220.0,154.0,2600.0,Unknown,AMD,,,
4345,AMD Radeon R7 250,GPU,2013-10-08,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD,,806.4,50.4
